,level_0,index,Unnamed: 0,Unnamed: 0.1,FeatureName,FeatureID,teamID,ReviewID,asin,title,Sentence,CS_SS,p/n
83,147,147,467,467,compression,20,13,4189820,B004J3V90Y,Canon EOS Rebel T3i ,"T3I18.0 Megapixel CMOS (APS-C) sensor and DIGIC 4 Image Processor for high image quality and speed.ISO 100 - 6400 (expandable to 12800) for shooting from bright to dim light.Improved EOS Full HD Movie mode with manual exposure control, expanded recording [1920 x 1080 Full HD video at frame rates of 30 (29.97), 24 (23.976) and 25.0 frames per second] with new Movie Digital zoom and Video Snapshot features for enhanced movie shooting options.Vari-angle 3.0-inch Clear View LCD monitor (3:2) for shooting at high or low angles and 1,040,000-dot VGA with reflection reduction using multi coating and high-transparency materials for bright and clear viewing.New Scene Intelligent Auto mode and Picture Style Auto incorporating the new EOS Scene Detection System to capture beautiful scenes with ease.Express your creativity with advanced imaging features like Basic+ function, Multi-Aspect function and Creative Filters.Enhanced metering with a 63-zone, Dual-layer metering system for accurate metering between exposures, and 9-point AF system utilizing a high precision, f/2.8 cross-type center point.3.7 fps continuous shooting up to approximately 34 JPEGs or approximately 6 RAW.New Feature Guide offers short descriptions of each function and Quick Control screen for easy operation.Compatibility with SD/SDHC/SDXC memory cards.Compatible with the full line of Canon EF and EF-S lenses.The EOS Rebel T3i has an 18.0 Megapixel CMOS (Complementary Metal Oxide Semiconductor) sensor that captures images with exceptional clarity and tonal range and offers more than enough resolution for big enlargements or crops.",CS,P
84,148,148,468,468,compression,20,13,4189820,B004J3V90Y,Canon EOS Rebel T3i ,"Its APS-C size sensor creates an effective 1.6x field of view (compared to 35mm format).T2I vs T3I18.0 Megapixel CMOS (APS-C) sensor and DIGIC 4 Image Processor for high image quality and speed.ISO 100-6400 (expandable to 12800) for shooting from bright to dim light.Improved EOS Movie mode with manual exposure control, expanded recording, new Movie Crop recording in 640 x 480 and external microphone IN terminal for access to improved sound quality.Enhanced iFCL 63-zone, Dual-layer metering system; and 9-point AF system utilizing a high-precision, f/2.8 cross-type center point.Wide 3.0-inch (3:2 aspect ratio) Clear View LCD monitor (1.04 million dots) for improved viewing.New Quick Control Screen button for easy access to frequently used settings.Improved layout with dedicated Live View/Movie shooting button.New compatibility with SDXC memory cards, plus new menu status indicator for Eye-Fi* support.3.7 fps continuous shooting up to approximately 34 JPEGs or approximately 6 RAW.Compatible with the full line of Canon EF and EF-S lenses.The EOS Rebel T2i has an 18.0 Megapixel CMOS (complementary metal oxide semiconductor) sensor that captures images with exceptional clarity and tonal range and offers more than enough resolution for big enlargements or crops.",CS,P
85,151,151,819,819,compression,20,12,4190599,B004J3V90Y,Canon EOS Rebel T3i ,Canon's JPEG processing is at its best.,CS,P
86,152,152,1515,1515,compression,20,11,4189434,B004J3V90Y,Canon EOS Rebel T3i ,"The sensor has greater dynamic range than the final JPEG, so even more would provide diminishing returns.",CS,P
87,155,155,1280,1280,compression,20,12,6118294,B00894YWD0,Canon EOS Rebel T4i ,"In fact, both cameras have exactly the same buffer (internal memory) capacity for RAW images (6), while the T3i has a superior buffer capacity for .jpegs (34 compared to 30 for the new T4i).",CS,P
88,156,156,1281,1281,compression,20,12,6118294,B00894YWD0,Canon EOS Rebel T4i ,"The bottom line is that for all practical purposes, the cameras will capture images at virtually the same speed, although the T3i may be slightly better with .jpegs.",CS,P
89,157,157,1702,1702,compression,20,11,6118235,B00894YWD0,Canon EOS Rebel T4i ,"The major difference is that the T5i features an upgraded 18-55 STM kit lens; choose this T4i alone or with the 18-135 if it costs less.MODEL EVOLUTION:==== T1i:15 MP9-point AF w/ 1 cross-point3.4 fps11 raw burst1080p/20, 720p/301/4000 max shutter==== T2i:+ 18 MP+ 3.7 fps+ 1080p/30, 720p/60+ Movie crop zoom, 7X VGA+ LCD sharper+ Metering improved+ Auto-ISO improved-- 6 raw burst==== T3i:+ LCD articulates+ Movie crop zoom, 3X 1080p+ JPEG adjustments & scene modes==== T4i:+ 9-point AF w/ 9 cross-points+ Hybrid AF for video+ 5 fps+ Touchscreen+ Stereo mic+ Multi-shot noise reduction+ Automated 3-shot HDR-- No movie crop zoom==== T5i:+ 360-degree mode dial+ JPEG effects in Live View+ 18-55 kit zoom w/ STM focus==== 60D:+ 5.3 fps+ 16 raw burst+ Thumb-dial+ AF-on button+ Top-panel LCD+ Mode dial lock+ Viewfinder bigger, brighter+ 1/8000 max shutter+ Battery life doubled-- No touchscreen-- No hybrid AF for video-- No multi-shot noise reduction-- No automated HDR-- Mono mic-- Non-STM 18-135 kit lensHANDLING:All Rebels have three handling characteristics: small grips (for a DSLR), an emphasis on buttons over dials, and many functions intended to be used with the camera away from your face.Those with petite hands may appreciate the small size.",CS,P
90,159,159,1704,1704,compression,20,11,6118235,B00894YWD0,Canon EOS Rebel T4i ,"It's about two solid stops better than a typical point-and-shoot.Unless you're in a JPEG-only shooting mode (e.g., multi-shot NR, HDR), raw gets the most out of this camera.",CS,P
91,161,161,1707,1707,compression,20,11,6118235,B00894YWD0,Canon EOS Rebel T4i ,"And that's worth something.Realistically, if you want to film your kid playing soccer or running across the kitchen with DSLR quality, you've three options: prefocus, stop the lens down to get more depth-of-field, and try to stay perpendicular to the action; manually focus and accept that things won't be pin-sharp; or choose a mirrorless camera that can keep up.Canon video is MOV format with H.264 compression.",CS,P
92,162,162,1710,1710,compression,20,11,6118734,B00894YWD0,Canon EOS Rebel T4i ,"The handheld  night mode you stay still and take the photo and it combines 3 photos together to get the image, the camera makes all the decisions if you are pressed for time I say use this mode for night photos, in addition, this mode only works in Jpeg not RAW.I like the switch turns, OFF, ON, then Video.",CS,P
93,164,164,996,996,compression,20,12,5233538,B005Y3T1AI,Canon EOS-1D,"I've already managed to capture images I would have never had the AF speed and burst mode to capture.PROS:12 fps burst (up to 14 if you lock up the mirror and don't mind JPEG)100-51,200 native ISO (expandable to up to 204,800)Images with great dynamic range18 MPCONS:AF point selection not always lit, making low light photography a bit more difficultCamera buttons aren't litAF can only be obtained with 5.6 /f or larger max aperture lenses18 MP (if you subscribe to the MP race)Recommended - though you may want to ensure you're not better served with the 5D MkIII and a better lens or two.EDIT- please check the first comment in my review, I've included links to sites that helped me decide to make this purchase, so maybe they'll be helpful to others?EDIT- There is a firmware update to version 1.0.6.",CS,P
94,165,165,265,265,compression,20,13,3793456,B0041RSPRS,Canon G12 10 ,Continuous shooting is up to 2fps in best possible conditions (jpeg and fixed focus and exposure) and drops to 0.8fps with continuous focus.All the manual controls are there.,CS,P
95,167,167,267,267,compression,20,13,3793456,B0041RSPRS,Canon G12 10 ,I do all my main work in Raw but having jpegs readily available for the web and for portability is a real treat (you can check or show your jpegs with every computer).,CS,P
96,168,168,269,269,compression,20,13,3793456,B0041RSPRS,Canon G12 10 ,I prefer to process my Raw HDR pictures in Photoshop but I am impressed with the effectiveness of the in-camera HDR function (jpeg only).,CS,P
97,169,169,270,270,compression,20,13,3793456,B0041RSPRS,Canon G12 10 ,Please correct me if there is a better way to do this.In jpeg and Quick Shot mode the camera is at its fastest.,CS,P
98,170,170,272,272,compression,20,13,3793467,B0041RSPRS,Canon G12 10 ,"I loved the convenience of putting the old camera on a tripod and snapping off multiple shots without the need to be anywhere near it.5) I doubt that I will use RAW for casual shooting (too much post processing required), but the highest yield JPEG is still over-compressed for my taste.",CS,P
99,171,171,275,275,compression,20,13,3793504,B0041RSPRS,Canon G12 10 ,"You see, I'm a control nut when it comes to composing my shots, and I really want the option to go beyond 5X without dipping into digital zoom (and in JPEG format only, to boot), which can get me the effects I want but at a clear cost of clarity.",CS,P
100,173,173,1481,1481,compression,20,11,3793335,B0041RSPRS,Canon G12 10 ,"It takes RAW as well as jpeg and has all of the manual settings just like the big cameras, but in a small package!",CS,P
101,174,174,443,443,compression,20,13,4157928,B004HW73S4,Canon Powershot A1200,"Combine that with jpeg compression, and fine textures become an unrecognizable jumble of pixels, and clean edges just don't exist.I'd like to think that giving every camera of this type a one star rating would help convince manufacturers that consumers care more about picture quality than pixel count.",CS,P
102,175,175,446,446,compression,20,13,4158059,B004HW73S4,Canon Powershot A1200,While the Fine setting (which is the best the A1200 has) is 88 compression.,CS,P
103,176,176,447,447,compression,20,13,4158059,B004HW73S4,Canon Powershot A1200,Thats a decent amount more compression (5% compared to 12%).,CS,P
104,177,177,448,448,compression,20,13,4158112,B004HW73S4,Canon Powershot A1200,"Video compression is a little cleaner that way, and you can avoid making people sick from zinging the camera around like a roller coaster.Here are some tips for taking good close-up nature photos with this camera.",CS,P
105,179,179,2465,2465,compression,20,1,6973250,B00AWYMXZY,Canon PowerShot A1400 ,The camera does not do RAW processing but you would need only if you did not want to be limited by JPEG type storage.,CS,N
106,180,180,2003,2003,compression,20,11,6973245,B00AWYMXZY,Canon PowerShot A1400 ,"I have tried to use faster cards and lower compression and most fully charged batteries, but I can't get the pictures to come out as sharp as with my other cameras.",CS,P
107,181,181,2386,2386,compression,20,1,5628804,B0075SUGQI,Canon PowerShot A2400 ,The camera does not do RAW processing but you would need only if you did not want to be limited by JPEG type storage.,CS,N
108,183,183,2480,2480,compression,20,1,7028461,B00B5HE1SY,Canon PowerShot A2500 ,The camera does not do RAW processing but you would need only if you did not want to be limited by JPEG type storage.,CS,N
109,184,184,2026,2026,compression,20,11,7028896,B00B5HE1SY,Canon PowerShot A2500 ,"Maybe with time I'll learn to use it better, but compared to my older, cheaper Samsung, it 1) focuses more slowly; 2) occasionally focuses off; and 3) wont compress pictures sufficiently.",CS,P
110,185,185,2468,2468,compression,20,1,6974476,B00AWZCLBY,Canon PowerShot A2600,The camera does not do RAW processing but you would need only if you did not want to be limited by JPEG type storage.,CS,N
111,186,186,2385,2385,compression,20,1,5628198,B0075SUEOM,Canon PowerShot A4000IS ,The camera does not do RAW processing but you would need only if you did not want to be limited by JPEG type storage.,CS,N
112,187,187,1116,1116,compression,20,12,5628397,B0075SUEOM,Canon PowerShot A4000IS ,8x optical + 4x digital.5) View screen is large and sharp6) Construction feels really solidA4000 Cons:1) Video seems choppy and heavily compressed (blocky) compared to the SD7802) 720p is only at 25fps when most other models are 30fps3) Photos don't seem as sharp as the SD7804) Sound recording quality isn't as clear as the SD780,CS,P
113,189,189,809,809,compression,20,12,4158315,B004HW73TI,Canon Powershot A800 ,"I haven't tried others enough yet to tell.I like that it has a ""P"" (Program) mode that allows you to make a few changes to the aperture value (exposure compensation), shutter speed, pixel setting and compression ratio, etc.--in case I get more ambitious.I like being able to take black and white or sepia photos by simply selecting to.The video feature works very well, and I like being able to use the software to select individual frames to make into photos.The batteries that came with the camera yielded about 60 photos (including lots of flashes) and lots of turning the camera on and off and experimenting with settings.I like the size--not too small to handle easily, big enough to feel solid in my hands.",CS,P
